id,filename,label
0,Fork00005.jpg,Fork
1,Fork00002.jpg,Exit_Sign
2,Fork00032.jpg,Hammer
3,Radio00039.jpg,Radio
4,Radio00020.jpg,Radio
5,Radio00025.jpg,Oven
6,Radio00005.jpg,Backpack
7,Radio00002.jpg,Radio
8,Radio00032.jpg,Shelf
9,Glasses00039.jpg,Glasses
10,Glasses00020.jpg,Glasses
11,Glasses00025.jpg,Table
12,Glasses00005.jpg,Glasses
13,Glasses00002.jpg,Helmet
14,Glasses00032.jpg,Glasses
15,Webcam00025.jpg,Speaker
16,Webcam00005.jpg,Webcam
17,Webcam00002.jpg,Webcam
18,Webcam00032.jpg,Lamp_Shade
19,Speaker00073.jpg,Bed
20,Speaker00039.jpg,Speaker
21,Speaker00020.jpg,Notebook
22,Speaker00025.jpg,Radio
23,Speaker00005.jpg,Speaker
24,Speaker00002.jpg,Speaker
25,Speaker00079.jpg,Speaker
26,Speaker00032.jpg,Alarm_Clock
27,Keyboard00073.jpg,Keyboard
28,Keyboard00039.jpg,Radio
29,Keyboard00020.jpg,Keyboard
30,Keyboard00025.jpg,Keyboard
31,Keyboard00005.jpg,Keyboard
32,Keyboard00002.jpg,Calendar
33,Keyboard00032.jpg,Keyboard
34,Sneakers00039.jpg,Knives
35,Sneakers00020.jpg,Sneakers
36,Sneakers00025.jpg,Sneakers
37,Sneakers00087.jpg,Sneakers
38,Sneakers00005.jpg,Sneakers
39,Sneakers00002.jpg,Sneakers
40,Sneakers00079.jpg,Sneakers
41,Sneakers00032.jpg,Sneakers
42,Bucket00073.jpg,Refrigerator
43,Bucket00039.jpg,Postit_Notes
44,Bucket00020.jpg,Mop
45,Bucket00025.jpg,Bucket
46,Bucket00005.jpg,Alarm_Clock
47,Bucket00002.jpg,Calendar
48,Bucket00079.jpg,Scissors
49,Bucket00032.jpg,Desk_Lamp
50,Alarm_Clock00073.jpg,Alarm_Clock
51,Alarm_Clock00039.jpg,Alarm_Clock
52,Alarm_Clock00020.jpg,Alarm_Clock
53,Alarm_Clock00025.jpg,Alarm_Clock
54,Alarm_Clock00005.jpg,Alarm_Clock
55,Alarm_Clock00002.jpg,Alarm_Clock
56,Alarm_Clock00079.jpg,Batteries
57,Alarm_Clock00032.jpg,Alarm_Clock
58,Exit_Sign00073.jpg,Exit_Sign
59,Exit_Sign00039.jpg,Glasses
60,Exit_Sign00020.jpg,Exit_Sign
61,Exit_Sign00025.jpg,Exit_Sign
62,Exit_Sign00005.jpg,Candles
63,Exit_Sign00002.jpg,Exit_Sign
64,Exit_Sign00079.jpg,Candles
65,Exit_Sign00032.jpg,Exit_Sign
66,Calculator00073.jpg,Radio
67,Calculator00039.jpg,Calculator
68,Calculator00020.jpg,Calculator
69,Calculator00025.jpg,Calculator
70,Calculator00005.jpg,Sneakers
71,Calculator00002.jpg,Calculator
72,Calculator00032.jpg,Calculator
73,Folder00020.jpg,Postit_Notes
74,Folder00025.jpg,Folder
75,Folder00005.jpg,Postit_Notes
76,Folder00002.jpg,Folder
77,Folder00032.jpg,Folder
78,Lamp_Shade00073.jpg,Lamp_Shade
79,Lamp_Shade00039.jpg,Lamp_Shade
80,Lamp_Shade00020.jpg,Lamp_Shade
81,Lamp_Shade00025.jpg,Ruler
82,Lamp_Shade00005.jpg,Lamp_Shade
83,Lamp_Shade00002.jpg,Lamp_Shade
84,Lamp_Shade00032.jpg,Lamp_Shade
85,Refrigerator00073.jpg,Alarm_Clock
86,Refrigerator00039.jpg,Curtains
87,Refrigerator00020.jpg,Sink
88,Refrigerator00025.jpg,Lamp_Shade
89,Refrigerator00005.jpg,Notebook
90,Refrigerator00002.jpg,Folder
91,Refrigerator00032.jpg,Calendar
92,Pen00039.jpg,Pencil
93,Pen00020.jpg,Screwdriver
94,Pen00025.jpg,Spoon
95,Pen00005.jpg,Knives
96,Pen00002.jpg,Backpack
97,Pen00032.jpg,Screwdriver
98,Soda00039.jpg,Soda
99,Soda00020.jpg,Clipboards
100,Soda00025.jpg,Bottle
101,Soda00005.jpg,Soda
102,Soda00002.jpg,Bucket
103,Soda00032.jpg,Soda
104,TV00020.jpg,Monitor
105,TV00025.jpg,TV
106,TV00005.jpg,Kettle
107,TV00002.jpg,Radio
108,TV00032.jpg,Monitor
109,Candles00039.jpg,Candles
110,Candles00098.jpg,Candles
111,Candles00020.jpg,Candles
112,Candles00025.jpg,Candles
113,Candles00087.jpg,Candles
114,Candles00005.jpg,Candles
115,Candles00002.jpg,Candles
116,Candles00079.jpg,Candles
117,Candles00032.jpg,Refrigerator
118,Chair00073.jpg,Chair
119,Chair00039.jpg,Chair
120,Chair00020.jpg,Chair
121,Chair00025.jpg,Chair
122,Chair00087.jpg,Chair
123,Chair00005.jpg,Mug
124,Chair00002.jpg,Sneakers
125,Chair00079.jpg,Chair
126,Chair00032.jpg,Chair
127,Computer00039.jpg,Fan
128,Computer00020.jpg,Monitor
129,Computer00025.jpg,Sink
130,Computer00005.jpg,Telephone
131,Computer00002.jpg,Telephone
132,Computer00032.jpg,Monitor
133,Kettle00049.jpg,Toys
134,Kettle00039.jpg,Kettle
135,Kettle00020.jpg,Kettle
136,Kettle00025.jpg,Kettle
137,Kettle00005.jpg,Kettle
138,Kettle00002.jpg,Backpack
139,Kettle00032.jpg,Kettle
140,Monitor00049.jpg,Monitor
141,Monitor00039.jpg,Monitor
142,Monitor00020.jpg,Monitor
143,Monitor00025.jpg,Computer
144,Monitor00005.jpg,Monitor
145,Monitor00002.jpg,Sink
146,Monitor00032.jpg,Alarm_Clock
147,Marker00005.jpg,Shelf
148,Marker00002.jpg,Toys
149,Scissors00073.jpg,Glasses
150,Scissors00039.jpg,Scissors
151,Scissors00020.jpg,Flipflops
152,Scissors00025.jpg,Scissors
153,Scissors00005.jpg,Flipflops
154,Scissors00002.jpg,Notebook
155,Scissors00032.jpg,Scissors
156,Couch00073.jpg,Bed
157,Couch00039.jpg,Notebook
158,Couch00020.jpg,Refrigerator
159,Couch00025.jpg,Couch
160,Couch00005.jpg,Couch
161,Couch00002.jpg,Couch
162,Couch00032.jpg,Postit_Notes
163,Trash_Can00073.jpg,Trash_Can
164,Trash_Can00039.jpg,Kettle
165,Trash_Can00020.jpg,Fork
166,Trash_Can00025.jpg,TV
167,Trash_Can00005.jpg,Bucket
168,Trash_Can00002.jpg,Monitor
169,Trash_Can00079.jpg,Batteries
170,Trash_Can00032.jpg,Trash_Can
171,Ruler00025.jpg,Notebook
172,Ruler00005.jpg,Refrigerator
173,Ruler00002.jpg,Postit_Notes
174,Ruler00032.jpg,Ruler
175,Telephone00073.jpg,Telephone
176,Telephone00039.jpg,Telephone
177,Telephone00020.jpg,Webcam
178,Telephone00025.jpg,Telephone
179,Telephone00005.jpg,Kettle
180,Telephone00002.jpg,Bike
181,Telephone00079.jpg,Telephone
182,Telephone00032.jpg,Mouse
183,Hammer00020.jpg,Postit_Notes
184,Hammer00025.jpg,Hammer
185,Hammer00005.jpg,Hammer
186,Hammer00002.jpg,Pen
187,Hammer00032.jpg,Scissors
188,Helmet00039.jpg,Webcam
189,Helmet00020.jpg,Mouse
190,Helmet00025.jpg,Alarm_Clock
191,Helmet00005.jpg,Helmet
192,Helmet00002.jpg,Sneakers
193,Helmet00032.jpg,Printer
194,ToothBrush00073.jpg,ToothBrush
195,ToothBrush00039.jpg,Mop
196,ToothBrush00020.jpg,Mouse
197,ToothBrush00025.jpg,ToothBrush
198,ToothBrush00005.jpg,ToothBrush
199,ToothBrush00002.jpg,ToothBrush
200,ToothBrush00079.jpg,Pen
201,ToothBrush00032.jpg,Printer
202,Fan00039.jpg,Fan
203,Fan00020.jpg,Fan
204,Fan00025.jpg,Alarm_Clock
205,Fan00005.jpg,Trash_Can
206,Fan00002.jpg,Bike
207,Fan00032.jpg,Fan
208,Spoon00020.jpg,Sneakers
209,Spoon00025.jpg,Hammer
210,Spoon00005.jpg,Mouse
211,Spoon00002.jpg,Bottle
212,Spoon00032.jpg,Fork
213,Calendar00039.jpg,Calendar
214,Calendar00020.jpg,Notebook
215,Calendar00025.jpg,Bottle
216,Calendar00005.jpg,Calendar
217,Calendar00002.jpg,Monitor
218,Calendar00032.jpg,Calendar
219,Oven00039.jpg,Monitor
220,Oven00020.jpg,Computer
221,Oven00025.jpg,TV
222,Oven00005.jpg,Lamp_Shade
223,Oven00002.jpg,Exit_Sign
224,Oven00032.jpg,Telephone
225,Eraser00025.jpg,Flipflops
226,Eraser00005.jpg,Knives
227,Eraser00002.jpg,Spoon
228,Eraser00032.jpg,Eraser
229,Postit_Notes00039.jpg,Postit_Notes
230,Postit_Notes00020.jpg,Postit_Notes
231,Postit_Notes00025.jpg,Flowers
232,Postit_Notes00005.jpg,Postit_Notes
233,Postit_Notes00002.jpg,Postit_Notes
234,Postit_Notes00032.jpg,Lamp_Shade
235,Mop00025.jpg,Mop
236,Mop00005.jpg,Pencil
237,Mop00002.jpg,Bucket
238,Mop00032.jpg,Keyboard
239,Table00020.jpg,Table
240,Table00025.jpg,Kettle
241,Table00005.jpg,Glasses
242,Table00002.jpg,Couch
243,Table00032.jpg,Knives
244,Laptop00039.jpg,Laptop
245,Laptop00020.jpg,Laptop
246,Laptop00025.jpg,Laptop
247,Laptop00005.jpg,Computer
248,Laptop00002.jpg,Laptop
249,Laptop00032.jpg,Laptop
250,Pan00025.jpg,Flipflops
251,Pan00005.jpg,Postit_Notes
252,Pan00002.jpg,Sneakers
253,Bike00039.jpg,Bike
254,Bike00098.jpg,Paper_Clip
255,Bike00020.jpg,Fan
256,Bike00025.jpg,Bike
257,Bike00087.jpg,Bike
258,Bike00005.jpg,Sneakers
259,Bike00002.jpg,Bike
260,Bike00079.jpg,Bike
261,Bike00032.jpg,Radio
262,Clipboards00039.jpg,Lamp_Shade
263,Clipboards00020.jpg,Clipboards
264,Clipboards00025.jpg,Monitor
265,Clipboards00005.jpg,Telephone
266,Clipboards00002.jpg,Clipboards
267,Clipboards00032.jpg,Desk_Lamp
268,Shelf00039.jpg,Shelf
269,Shelf00020.jpg,Paper_Clip
270,Shelf00025.jpg,Alarm_Clock
271,Shelf00005.jpg,Exit_Sign
272,Shelf00002.jpg,Shelf
273,Shelf00032.jpg,Couch
274,Paper_Clip00039.jpg,Printer
275,Paper_Clip00020.jpg,Mouse
276,Paper_Clip00025.jpg,Paper_Clip
277,Paper_Clip00005.jpg,Chair
278,Paper_Clip00002.jpg,Sneakers
279,Paper_Clip00032.jpg,Bike
280,File_Cabinet00020.jpg,Laptop
281,File_Cabinet00025.jpg,File_Cabinet
282,File_Cabinet00005.jpg,Chair
283,File_Cabinet00002.jpg,Bed
284,File_Cabinet00032.jpg,Chair
285,Push_Pin00020.jpg,Toys
286,Push_Pin00025.jpg,Flipflops
287,Push_Pin00005.jpg,Candles
288,Push_Pin00002.jpg,Mouse
